sku,full_cluster,calendar_group,horizon_weeks,approximate_days,origin,tail_rank,origin_index,training_weeks,complete_future_weeks,eligibility
SLT0004,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
DRMJJ0038,2,only_2026,4,28,2026-05-11,3,4,18,4,eligible
LTKF0111,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
XYMLRY00001,2,only_2026,4,28,2026-05-11,3,4,18,4,eligible
DRMJJ0025,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
CLSSLT0006,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
DRMJJ0039,2,only_2026,4,28,2026-05-11,3,4,18,4,eligible
ZBTZ0002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0019,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0044,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
KZCWBG001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF093,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF098B,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
QFDNZGJK002,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
DHZXCZP0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
ETZP0004,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
ZTD0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZLRJ0005,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
ETZP0003,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0064,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0047,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
XYMZG0016,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
DRMJJ0027,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LYC0201,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
XGX9995,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
NNBZL01,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
NNB0002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
QFSJZ002-1,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
HWZDSKL0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRW0024,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
BLP0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
BLP0003,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
BLP0004,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
CWW0002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
DRMJJ0023,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FDBLP0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0033,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0043,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0046,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0048,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0051,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0056,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0056-1,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRH0059,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRW0005,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRW0006,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRW0008,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FRW0015,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FSTBY001,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZGLS0001,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZGLS0002,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZLRJ0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZLRJ0001double,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZLRJ0002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
FZLRJ0002double,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
GJMJWJX001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
GJMJWJXW001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
HLGKSLT0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
HZSN0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ00012,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ0002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ0003,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ0009,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ0013,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ0017,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
JZJ0019,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
KFYFQ54mm,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
KFYFQ58mm,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
LTKF0020,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0021,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0022M,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0031,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0058,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0101,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0102,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF0106,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LTKF098,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
LYC0203,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
QCCXC0004,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
QFSJZ003,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
RLHZHMV000AMDE,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
SKZ2FT01,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
SKZ3FT01,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
XHP0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
XHZXCZP0001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
XHZXCZP0002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
XMJ0004,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
XMSH0001,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
XXGP0002,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
XYJ0001,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
XYMGPD0001,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
YDBZ001,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
YDBZ002,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
YEC0009,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
YXBLJ0001,2,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
ZTD0003,1,across_2024_2026,4,28,2026-05-11,3,4,123,4,eligible
xymzd0015,1,only_2026,4,28,2026-05-11,3,4,18,4,eligible
zxy0002,2,only_2026,4,28,2026-05-11,3,4,18,4,eligible
HWZDSKL0002,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XYMGPD0002,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
QFDNZGJK001,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
DRMJJ0026,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
QFSJZ003-1,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FDBLHP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0068,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XGX9992,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
DRMJJ0022,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0065,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XGX9993,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
JZJ0018,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
xgx0014,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
FRH0034,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
xgx0015,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
CLSSLT0003,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
xgx0016,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
BLP0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0028,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ00011,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
YJLZHMV000AMDE,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZLRICBHP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
KFYFQ51mm,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
ZBTZ0003,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
SLT0003,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0050,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0014,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0016,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
xgx0013,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
FRC0003,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
DRMJJ0021,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XFTW0001,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
FRW0009,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRW00023,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
SLT0004,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
DRMJJ0038,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
LTKF0111,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XYMLRY00001,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
DRMJJ0025,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
CLSSLT0006,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
DRMJJ0039,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
ZBTZ0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0019,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0044,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
KZCWBG001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF093,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF098B,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
QFDNZGJK002,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
DHZXCZP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
ETZP0004,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
ZTD0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZLRJ0005,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
ETZP0003,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0064,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0047,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XYMZG0016,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
DRMJJ0027,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LYC0201,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XGX9995,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
NNBZL01,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
NNB0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
QFSJZ002-1,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
HWZDSKL0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRW0024,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
BLP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
BLP0003,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
BLP0004,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
CWW0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
DRMJJ0023,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FDBLP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0033,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0043,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0046,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0048,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0051,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0056,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0056-1,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRH0059,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRW0005,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRW0006,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRW0008,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FRW0015,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FSTBY001,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZGLS0001,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZGLS0002,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZLRJ0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZLRJ0001double,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZLRJ0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
FZLRJ0002double,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
GJMJWJX001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
GJMJWJXW001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
HLGKSLT0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
HZSN0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ00012,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0003,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0009,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0013,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0017,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
JZJ0019,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
KFYFQ54mm,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
KFYFQ58mm,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
LTKF0020,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0021,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0022M,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0031,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0058,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0101,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0102,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF0106,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LTKF098,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
LYC0203,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
QCCXC0004,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
QFSJZ003,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
RLHZHMV000AMDE,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
SKZ2FT01,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
SKZ3FT01,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
XHP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XHZXCZP0001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XHZXCZP0002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
XMJ0004,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
XMSH0001,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
XXGP0002,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
XYJ0001,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
XYMGPD0001,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
YDBZ001,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
YDBZ002,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
YEC0009,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
YXBLJ0001,2,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
ZTD0003,1,across_2024_2026,9,63,2026-06-01,1,6,126,9,eligible
xymzd0015,1,only_2026,9,63,2026-06-01,1,6,21,9,eligible
zxy0002,2,only_2026,9,63,2026-06-01,1,6,21,9,eligible
HWZDSKL0002,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XYMGPD0002,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
QFDNZGJK001,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
DRMJJ0026,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
QFSJZ003-1,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FDBLHP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0068,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XGX9992,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
DRMJJ0022,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0065,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XGX9993,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
JZJ0018,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
xgx0014,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
FRH0034,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
xgx0015,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
CLSSLT0003,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
xgx0016,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
BLP0002,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0028,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ00011,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
YJLZHMV000AMDE,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZLRICBHP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
KFYFQ51mm,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
ZBTZ0003,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
SLT0003,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0050,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0014,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0016,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
xgx0013,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
FRC0003,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
DRMJJ0021,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XFTW0001,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
FRW0009,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRW00023,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
SLT0004,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
DRMJJ0038,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
LTKF0111,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XYMLRY00001,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
DRMJJ0025,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
CLSSLT0006,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
DRMJJ0039,2,only_2026,4,28,2026-06-08,2,5,22,4,eligible
ZBTZ0002,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0019,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0044,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
KZCWBG001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF093,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF098B,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
QFDNZGJK002,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
DHZXCZP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
ETZP0004,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
ZTD0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZLRJ0005,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
ETZP0003,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0064,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0047,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XYMZG0016,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
DRMJJ0027,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LYC0201,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XGX9995,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
NNBZL01,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
NNB0002,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
QFSJZ002-1,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
HWZDSKL0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRW0024,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
BLP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
BLP0003,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
BLP0004,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
CWW0002,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
DRMJJ0023,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FDBLP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0033,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0043,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0046,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0048,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0051,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0056,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0056-1,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRH0059,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRW0005,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRW0006,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRW0008,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FRW0015,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FSTBY001,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZGLS0001,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZGLS0002,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZLRJ0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZLRJ0001double,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZLRJ0002,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
FZLRJ0002double,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
GJMJWJX001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
GJMJWJXW001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
HLGKSLT0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
HZSN0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ00012,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0002,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0003,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0009,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0013,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0017,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
JZJ0019,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
KFYFQ54mm,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
KFYFQ58mm,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
LTKF0020,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0021,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0022M,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0031,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0058,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0101,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0102,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF0106,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LTKF098,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
LYC0203,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
QCCXC0004,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
QFSJZ003,2,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
RLHZHMV000AMDE,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
SKZ2FT01,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
SKZ3FT01,1,only_2026,4,28,2026-06-08,2,5,22,4,eligible
XHP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
XHZXCZP0001,1,across_2024_2026,4,28,2026-06-08,2,5,127,4,eligible
